名称,日期,开盘,收盘,最高,最低,成交量
瑞星股份,2023-07-03,4.88,4.73,5.22,4.57,194516
瑞星股份,2023-07-04,4.48,4.5,4.64,4.26,87439
瑞星股份,2023-07-05,4.61,4.68,4.86,4.61,70055
瑞星股份,2023-07-06,4.53,4.47,4.69,4.35,61144
瑞星股份,2023-07-07,4.47,4.47,4.61,4.44,33348
瑞星股份,2023-07-10,4.52,4.42,4.52,4.36,30181
瑞星股份,2023-07-11,4.42,4.33,4.45,4.3,39064
瑞星股份,2023-07-12,4.35,4.24,4.35,4.22,27054
瑞星股份,2023-07-13,4.23,4.22,4.26,4.19,8438
瑞星股份,2023-07-14,4.24,4.22,4.27,4.21,7892
瑞星股份,2023-07-17,4.23,4.26,4.3,4.19,10843
瑞星股份,2023-07-18,4.27,4.23,4.28,4.21,9036
瑞星股份,2023-07-19,4.25,4.28,4.34,4.24,11535
瑞星股份,2023-07-20,4.32,4.26,4.33,4.22,12098
瑞星股份,2023-07-21,4.28,4.23,4.28,4.22,7373
瑞星股份,2023-07-24,4.23,4.19,4.23,4.19,6568
瑞星股份,2023-07-25,4.22,4.21,4.22,4.17,5097
瑞星股份,2023-07-26,4.22,4.21,4.23,4.2,3930
瑞星股份,2023-07-27,4.21,4.19,4.22,4.19,3631
瑞星股份,2023-07-28,4.2,4.23,4.23,4.19,4196
瑞星股份,2023-07-31,4.25,4.24,4.26,4.22,4844
瑞星股份,2023-08-01,4.25,4.24,4.25,4.21,4431
瑞星股份,2023-08-02,4.25,4.24,4.25,4.22,3604
瑞星股份,2023-08-03,4.22,4.24,4.24,4.22,2407
瑞星股份,2023-08-04,4.24,4.24,4.24,4.22,1810
瑞星股份,2023-08-07,4.24,4.2,4.24,4.18,4926
瑞星股份,2023-08-08,4.19,4.16,4.21,4.16,6348
瑞星股份,2023-08-09,4.18,4.19,4.19,4.16,1875
瑞星股份,2023-08-10,4.34,4.26,4.34,4.24,11150
瑞星股份,2023-08-11,4.2,4.19,4.31,4.18,11519
瑞星股份,2023-08-14,4.23,4.24,4.25,4.18,3652
瑞星股份,2023-08-15,4.26,4.21,4.26,4.2,4192
瑞星股份,2023-08-16,4.18,4.2,4.23,4.18,1857
瑞星股份,2023-08-17,4.21,4.19,4.21,4.16,6633
瑞星股份,2023-08-18,4.21,4.17,4.21,4.16,2946
瑞星股份,2023-08-21,4.19,4.14,4.19,4.14,2915
瑞星股份,2023-08-22,4.16,4.06,4.16,4.06,3981
瑞星股份,2023-08-23,4.06,3.97,4.06,3.97,2611
瑞星股份,2023-08-24,4.01,3.94,4.01,3.93,2643
瑞星股份,2023-08-25,3.91,3.88,3.94,3.85,3908
瑞星股份,2023-08-28,4.26,3.94,4.26,3.87,4925
瑞星股份,2023-08-29,3.94,3.96,3.98,3.91,4048
瑞星股份,2023-08-30,3.97,3.95,3.97,3.92,2643
瑞星股份,2023-08-31,3.91,3.95,3.95,3.77,3812
瑞星股份,2023-09-01,3.87,4.01,4.04,3.87,4835
瑞星股份,2023-09-04,4.11,4.22,4.24,4.1,16702
瑞星股份,2023-09-05,4.21,4.13,4.22,4.1,6579
瑞星股份,2023-09-06,4.11,4.12,4.16,4.06,3716
瑞星股份,2023-09-07,4.11,4.07,4.11,4.01,8583
瑞星股份,2023-09-08,4.15,4.07,4.16,4.0,6973
瑞星股份,2023-09-11,4.1,4.08,4.1,4.03,3567
瑞星股份,2023-09-12,4.08,4.07,4.09,4.07,1626
瑞星股份,2023-09-13,4.07,4.09,4.1,4.04,4132
瑞星股份,2023-09-14,4.09,4.08,4.1,4.04,1878
瑞星股份,2023-09-15,4.09,4.07,4.09,4.05,1030
瑞星股份,2023-09-18,4.06,4.07,4.07,4.03,905
瑞星股份,2023-09-19,4.07,4.04,4.07,4.02,1219
瑞星股份,2023-09-20,4.02,3.98,4.02,3.96,1479
瑞星股份,2023-09-21,3.97,4.01,4.04,3.97,1895
瑞星股份,2023-09-22,3.96,4.01,4.02,3.95,3086
瑞星股份,2023-09-25,4.01,4.0,4.01,3.97,280
瑞星股份,2023-09-26,3.96,3.94,3.99,3.92,2109
瑞星股份,2023-09-27,3.93,3.93,3.95,3.93,983
瑞星股份,2023-09-28,3.95,3.98,3.99,3.93,1016
瑞星股份,2023-10-09,4.01,3.99,4.01,3.94,698
瑞星股份,2023-10-10,4.0,4.02,4.04,3.97,1621
瑞星股份,2023-10-11,3.98,3.99,4.03,3.97,504
瑞星股份,2023-10-12,4.01,4.0,4.01,3.96,510
瑞星股份,2023-10-13,3.95,3.95,3.97,3.93,998
瑞星股份,2023-10-16,3.97,3.96,3.97,3.91,795
瑞星股份,2023-10-17,3.91,3.95,3.96,3.91,374
瑞星股份,2023-10-18,3.91,3.92,3.92,3.9,573
瑞星股份,2023-10-19,3.9,3.92,3.92,3.87,967
瑞星股份,2023-10-20,3.92,3.88,3.92,3.86,706
瑞星股份,2023-10-23,3.84,3.8,3.84,3.76,847
瑞星股份,2023-10-24,3.82,3.83,3.83,3.79,649
瑞星股份,2023-10-25,3.89,3.84,3.89,3.79,537
瑞星股份,2023-10-26,3.86,3.85,3.86,3.8,589
瑞星股份,2023-10-27,3.86,3.91,3.94,3.8,2798
瑞星股份,2023-10-30,3.85,3.9,3.91,3.85,894
瑞星股份,2023-10-31,3.91,4.02,4.1,3.85,6207
瑞星股份,2023-11-01,4.02,3.94,4.02,3.86,1407
瑞星股份,2023-11-02,3.91,3.94,3.96,3.89,365
瑞星股份,2023-11-03,3.9,3.97,3.99,3.9,809
瑞星股份,2023-11-06,3.96,4.0,4.0,3.94,1412
瑞星股份,2023-11-07,4.0,3.98,4.01,3.9,1703
瑞星股份,2023-11-08,3.94,4.03,4.05,3.94,2884
瑞星股份,2023-11-09,4.04,4.08,4.11,4.0,4808
瑞星股份,2023-11-10,4.08,4.06,4.08,4.03,954
瑞星股份,2023-11-13,4.01,4.09,4.09,4.01,1360
瑞星股份,2023-11-14,4.06,4.1,4.15,3.94,4448
瑞星股份,2023-11-15,4.12,4.18,4.18,4.1,4706
瑞星股份,2023-11-16,4.17,4.17,4.22,4.16,5413
瑞星股份,2023-11-17,4.18,4.24,4.25,4.12,9908
瑞星股份,2023-11-20,4.23,4.37,4.39,4.22,13618
瑞星股份,2023-11-21,4.39,4.45,4.83,4.36,76643
瑞星股份,2023-11-22,4.46,5.02,5.04,4.45,80756
瑞星股份,2023-11-23,5.25,4.97,5.75,4.87,83190
瑞星股份,2023-11-24,5.02,6.5,6.5,4.9,116250
瑞星股份,2023-11-27,7.47,8.48,8.48,6.7,133096
瑞星股份,2023-11-28,7.83,7.57,8.36,7.06,90840
瑞星股份,2023-11-29,7.39,6.69,7.97,6.36,61354
瑞星股份,2023-11-30,7.12,8.14,8.73,6.89,133588
瑞星股份,2023-12-01,7.06,6.68,7.46,6.4,100387
瑞星股份,2023-12-04,6.45,6.47,6.49,5.82,63291
瑞星股份,2023-12-05,6.25,7.18,7.4,6.17,76458
瑞星股份,2023-12-06,6.92,8.23,8.63,6.77,94823
瑞星股份,2023-12-07,7.73,8.45,8.87,7.57,81090
瑞星股份,2023-12-08,9.25,8.27,11.02,8.22,112909
瑞星股份,2023-12-11,7.85,8.02,8.36,7.48,67792
瑞星股份,2023-12-12,7.97,8.27,8.29,7.69,59963
瑞星股份,2023-12-13,8.49,8.69,9.73,8.36,85468
瑞星股份,2023-12-14,8.51,11.33,11.33,8.29,165535
瑞星股份,2023-12-15,11.97,11.19,12.38,10.71,150130
瑞星股份,2023-12-18,10.57,10.82,11.18,10.03,101968
