名称,日期,开盘,收盘,最高,最低,成交量
富恒新材,2023-09-18,4.74,4.48,5.18,4.47,207034
富恒新材,2023-09-19,4.22,4.23,4.57,4.05,97244
富恒新材,2023-09-20,4.45,4.44,4.7,4.37,67079
富恒新材,2023-09-21,4.68,5.1,5.1,4.59,69038
富恒新材,2023-09-22,4.83,4.96,5.06,4.76,48779
富恒新材,2023-09-25,4.8,4.97,5.08,4.73,33218
富恒新材,2023-09-26,4.97,5.27,5.37,4.91,37036
富恒新材,2023-09-27,5.33,4.92,5.41,4.91,39621
富恒新材,2023-09-28,4.91,4.93,5.09,4.55,29744
富恒新材,2023-10-09,4.9,4.89,4.97,4.76,10275
富恒新材,2023-10-10,4.91,4.87,5.0,4.76,10104
富恒新材,2023-10-11,4.87,4.78,4.93,4.76,8680
富恒新材,2023-10-12,4.73,4.72,4.82,4.56,7267
富恒新材,2023-10-13,4.67,4.45,4.73,4.45,11228
富恒新材,2023-10-16,4.46,4.48,4.57,4.43,13232
富恒新材,2023-10-17,4.48,4.47,4.78,4.38,13685
富恒新材,2023-10-18,4.41,4.23,4.43,4.23,8958
富恒新材,2023-10-19,4.22,4.06,4.26,4.03,9385
富恒新材,2023-10-20,4.0,4.07,4.12,3.88,9785
富恒新材,2023-10-23,4.05,4.07,4.09,4.0,6117
富恒新材,2023-10-24,4.13,4.46,4.46,4.07,13562
富恒新材,2023-10-25,4.5,4.4,4.5,4.3,3572
富恒新材,2023-10-26,4.36,4.33,4.39,4.26,5713
富恒新材,2023-10-27,4.32,4.57,4.74,4.29,21992
富恒新材,2023-10-30,4.7,4.58,4.82,4.53,30771
富恒新材,2023-10-31,4.55,4.38,4.66,4.38,13845
富恒新材,2023-11-01,4.38,4.4,4.45,4.32,10067
富恒新材,2023-11-02,4.36,4.47,4.53,4.35,7119
富恒新材,2023-11-03,4.43,4.7,4.76,4.43,15288
富恒新材,2023-11-06,4.71,4.74,4.86,4.68,9976
富恒新材,2023-11-07,4.73,4.77,4.79,4.63,8598
富恒新材,2023-11-08,4.72,4.93,5.05,4.72,12175
富恒新材,2023-11-09,4.89,4.93,5.02,4.89,15168
富恒新材,2023-11-10,4.92,4.93,4.98,4.84,11132
富恒新材,2023-11-13,4.95,5.07,5.1,4.91,14693
富恒新材,2023-11-14,5.09,5.26,5.3,5.05,13567
富恒新材,2023-11-15,5.31,5.15,5.43,5.09,20902
富恒新材,2023-11-16,5.15,4.97,5.15,4.9,15664
富恒新材,2023-11-17,4.97,5.13,5.13,4.97,9278
富恒新材,2023-11-20,5.19,5.37,5.4,5.15,17371
富恒新材,2023-11-21,5.37,5.79,6.6,5.36,47093
富恒新材,2023-11-22,5.72,6.28,6.37,5.68,38877
富恒新材,2023-11-23,6.28,6.06,6.64,5.99,41936
富恒新材,2023-11-24,6.12,7.92,7.92,6.05,67328
富恒新材,2023-11-27,9.07,10.34,10.34,8.83,133201
富恒新材,2023-11-28,9.07,9.37,10.7,8.68,111340
富恒新材,2023-11-29,9.37,7.8,9.63,7.53,74717
富恒新材,2023-11-30,7.8,7.48,7.99,7.17,47473
富恒新材,2023-12-01,7.46,6.85,7.72,6.85,46759
富恒新材,2023-12-04,6.77,7.64,7.83,6.59,53482
富恒新材,2023-12-05,7.53,8.7,8.94,7.38,57654
富恒新材,2023-12-06,8.72,8.6,9.35,8.13,51897
富恒新材,2023-12-07,8.6,8.72,8.88,8.38,28759
富恒新材,2023-12-08,8.62,8.99,9.47,8.61,31160
富恒新材,2023-12-11,8.87,8.01,8.87,7.91,35267
富恒新材,2023-12-12,7.94,8.1,8.2,7.83,21816
富恒新材,2023-12-13,8.07,8.62,8.9,8.03,40796
富恒新材,2023-12-14,8.68,9.87,10.09,8.68,69666
富恒新材,2023-12-15,9.68,9.45,9.79,9.06,40543
富恒新材,2023-12-18,9.68,11.43,12.33,9.55,144534
富恒新材,2023-12-19,10.77,13.57,14.87,10.6,167994
富恒新材,2023-12-20,12.91,13.65,15.14,12.74,165369
富恒新材,2023-12-21,12.91,11.08,13.33,10.13,112333
富恒新材,2023-12-22,10.71,12.73,13.59,10.71,130806
富恒新材,2023-12-25,12.14,13.39,13.83,11.79,101863
富恒新材,2023-12-26,13.13,13.92,15.94,12.92,124535
富恒新材,2023-12-27,13.67,13.44,14.13,12.92,76511
富恒新材,2023-12-28,13.07,12.77,13.51,12.77,65350
富恒新材,2023-12-29,12.49,13.58,14.3,12.31,93473
富恒新材,2024-01-02,13.53,14.57,14.88,13.26,103953
富恒新材,2024-01-03,14.07,14.11,14.53,13.71,61717
富恒新材,2024-01-04,13.99,13.47,14.36,13.08,54714
富恒新材,2024-01-05,13.49,12.79,13.94,12.22,61144
富恒新材,2024-01-08,12.6,11.99,13.04,11.99,45131
富恒新材,2024-01-09,12.1,11.96,12.48,10.77,52043
富恒新材,2024-01-10,11.71,11.63,12.21,11.36,39714
富恒新材,2024-01-11,11.63,11.8,11.9,11.22,42716
富恒新材,2024-01-12,11.8,10.37,12.25,10.33,51072
富恒新材,2024-01-15,10.24,9.34,10.49,9.33,36003
富恒新材,2024-01-16,9.47,10.68,11.11,8.93,55117
富恒新材,2024-01-17,10.43,10.63,11.53,10.43,56286
富恒新材,2024-01-18,10.4,11.27,11.53,10.02,57556
富恒新材,2024-01-19,11.13,11.39,11.8,10.97,51327
富恒新材,2024-01-22,11.23,11.0,11.7,10.9,38002
富恒新材,2024-01-23,11.13,10.96,11.21,10.59,29638
富恒新材,2024-01-24,10.98,10.48,11.03,10.0,30498
富恒新材,2024-01-25,10.37,9.9,10.6,9.59,31088
富恒新材,2024-01-26,9.91,11.8,12.03,9.74,91245
富恒新材,2024-01-29,11.37,10.91,11.51,10.07,68190
富恒新材,2024-01-30,10.6,10.3,11.33,10.14,41200
富恒新材,2024-01-31,10.44,10.87,10.87,10.13,42898
富恒新材,2024-02-01,10.81,11.76,13.07,10.64,95886
富恒新材,2024-02-02,11.42,10.76,11.58,10.53,67377
富恒新材,2024-02-05,10.22,9.89,10.74,9.46,49937
富恒新材,2024-02-06,9.68,10.69,10.87,9.66,46727
富恒新材,2024-02-07,10.74,9.98,11.3,9.98,50432
富恒新材,2024-02-08,10.18,9.45,10.2,8.68,40921
富恒新材,2024-02-19,9.49,9.7,9.8,9.14,27524
富恒新材,2024-02-20,9.63,10.2,10.56,9.47,39013
富恒新材,2024-02-21,10.07,10.03,10.49,9.89,37966
富恒新材,2024-02-22,10.08,10.19,10.36,9.9,28818
富恒新材,2024-02-23,10.13,10.06,10.43,9.85,31068
富恒新材,2024-02-26,10.45,10.03,10.59,9.92,27484
富恒新材,2024-02-27,9.83,11.0,11.83,9.74,71968
富恒新材,2024-02-28,10.83,10.47,11.67,10.47,62954
富恒新材,2024-02-29,10.47,10.87,10.97,10.31,39250
富恒新材,2024-03-01,10.82,10.89,11.3,10.6,36672
富恒新材,2024-03-04,10.72,10.37,10.94,10.3,30706
富恒新材,2024-03-05,10.14,9.77,10.34,9.69,28049
富恒新材,2024-03-06,9.7,9.99,10.27,9.7,19481
富恒新材,2024-03-07,10.12,9.46,10.33,9.46,20397
富恒新材,2024-03-08,9.6,9.37,9.6,9.17,13057
富恒新材,2024-03-11,9.26,9.41,9.54,9.26,10027
富恒新材,2024-03-12,9.39,9.54,9.8,9.22,20602
富恒新材,2024-03-13,9.43,9.05,9.53,8.99,18980
富恒新材,2024-03-14,9.05,8.88,9.3,8.77,8793
富恒新材,2024-03-15,8.83,9.4,9.67,8.76,30876
富恒新材,2024-03-18,9.33,9.43,9.49,9.07,16660
富恒新材,2024-03-19,9.5,9.19,9.5,9.16,12140
富恒新材,2024-03-20,9.3,9.19,9.37,9.11,9482
富恒新材,2024-03-21,9.14,9.16,9.37,9.0,13336
富恒新材,2024-03-22,9.21,8.92,9.37,8.82,14363
富恒新材,2024-03-25,8.97,8.3,8.97,8.14,17736
富恒新材,2024-03-26,8.4,8.41,8.64,8.11,14160
富恒新材,2024-03-27,8.4,8.29,8.7,8.22,18215
富恒新材,2024-03-28,8.36,8.22,8.43,8.12,10825
富恒新材,2024-03-29,8.13,8.13,8.44,8.09,11773
富恒新材,2024-04-01,8.13,8.03,8.15,7.99,12541
