signal_count,trade_count,win_count,win_rate,avg_return,sum_return,stock_code,name,strategy,hold_period
1,1,0,0.0,-8.16,-8.16,300504,天邑股份,steady,5
1,1,0,0.0,-21.84,-21.84,300504,天邑股份,steady,10
1,1,0,0.0,-26.09,-26.09,300504,天邑股份,steady,20
1,1,1,100.0,8.56,8.56,003003,天元股份,steady,5
1,1,1,100.0,3.52,3.52,003003,天元股份,steady,10
1,1,0,0.0,-12.21,-12.21,003003,天元股份,steady,20
2,2,1,50.0,-0.77,-1.54,002735,王子新材,steady,5
2,2,1,50.0,-2.26,-4.51,002735,王子新材,steady,10
2,2,1,50.0,1.33,2.65,002735,王子新材,steady,20
2,2,1,50.0,32.87,65.75,002719,麦趣尔,steady,5
2,2,1,50.0,20.88,41.76,002719,麦趣尔,steady,10
2,2,1,50.0,-0.44,-0.88,002719,麦趣尔,steady,20
1,1,0,0.0,-3.0,-3.0,002401,中远海科,steady,5
1,1,0,0.0,-10.62,-10.62,002401,中远海科,steady,10
1,1,0,0.0,-6.74,-6.74,002401,中远海科,steady,20
1,1,1,100.0,3.89,3.89,002429,兆驰股份,steady,5
1,1,1,100.0,6.71,6.71,002429,兆驰股份,steady,10
1,1,1,100.0,3.13,3.13,002429,兆驰股份,steady,20
1,1,0,0.0,-20.6,-20.6,002103,广博股份,steady,5
1,1,0,0.0,-10.06,-10.06,002103,广博股份,steady,10
1,1,0,0.0,-10.06,-10.06,002103,广博股份,steady,20
1,1,1,100.0,2.69,2.69,301205,联特科技,steady,5
1,1,0,0.0,-27.22,-27.22,301205,联特科技,steady,10
1,1,0,0.0,-16.02,-16.02,301205,联特科技,steady,20
1,1,0,0.0,-2.17,-2.17,300436,广生堂,steady,5
1,1,0,0.0,-10.03,-10.03,300436,广生堂,steady,10
1,1,0,0.0,-19.26,-19.26,300436,广生堂,steady,20
3,3,1,33.33,-1.47,-4.41,002169,智光电气,steady,5
3,3,1,33.33,-3.11,-9.34,002169,智光电气,steady,10
3,3,1,33.33,-7.4,-22.19,002169,智光电气,steady,20
1,1,0,0.0,-9.18,-9.18,002234,民和股份,steady,5
1,1,0,0.0,-11.95,-11.95,002234,民和股份,steady,10
1,1,0,0.0,-12.82,-12.82,002234,民和股份,steady,20
1,1,1,100.0,6.15,6.15,001283,豪鹏科技,steady,5
1,1,1,100.0,5.12,5.12,001283,豪鹏科技,steady,10
1,1,1,100.0,8.95,8.95,001283,豪鹏科技,steady,20
2,2,1,50.0,1.0,2.01,002084,海鸥住工,steady,5
2,2,1,50.0,5.81,11.61,002084,海鸥住工,steady,10
2,2,0,0.0,-6.87,-13.73,002084,海鸥住工,steady,20
1,1,0,0.0,-5.78,-5.78,000301,东方盛虹,steady,5
1,1,0,0.0,-7.9,-7.9,000301,东方盛虹,steady,10
1,1,0,0.0,-25.21,-25.21,000301,东方盛虹,steady,20
1,1,1,100.0,18.54,18.54,002858,力盛体育,steady,5
1,1,1,100.0,7.99,7.99,002858,力盛体育,steady,10
1,1,1,100.0,11.48,11.48,002858,力盛体育,steady,20
1,1,0,0.0,-17.15,-17.15,300982,苏文电能,steady,5
1,1,0,0.0,-20.06,-20.06,300982,苏文电能,steady,10
1,1,1,100.0,10.4,10.4,300982,苏文电能,steady,20
3,3,0,0.0,-2.64,-7.92,002200,*ST交投,steady,5
3,3,2,66.67,-2.44,-7.32,002200,*ST交投,steady,10
3,3,1,33.33,-2.94,-8.81,002200,*ST交投,steady,20
1,1,0,0.0,-2.23,-2.23,300599,雄塑科技,steady,5
1,1,0,0.0,-2.68,-2.68,300599,雄塑科技,steady,10
1,1,0,0.0,-2.59,-2.59,300599,雄塑科技,steady,20
2,2,2,100.0,3.7,7.4,000909,ST数源,steady,5
2,2,1,50.0,4.02,8.03,000909,ST数源,steady,10
2,2,2,100.0,17.38,34.77,000909,ST数源,steady,20
1,1,1,100.0,3.9,3.9,000680,山推股份,steady,5
1,1,0,0.0,-1.39,-1.39,000680,山推股份,steady,10
1,1,1,100.0,8.54,8.54,000680,山推股份,steady,20
5,5,3,60.0,1.75,8.74,002318,久立特材,steady,5
5,5,4,80.0,5.14,25.68,002318,久立特材,steady,10
5,5,3,60.0,3.96,19.79,002318,久立特材,steady,20
1,1,1,100.0,13.07,13.07,300462,ST华铭,steady,5
1,1,1,100.0,24.07,24.07,300462,ST华铭,steady,10
1,1,0,0.0,-0.74,-0.74,300462,ST华铭,steady,20
1,1,0,0.0,-2.78,-2.78,300373,扬杰科技,steady,5
1,1,0,0.0,-6.38,-6.38,300373,扬杰科技,steady,10
1,1,0,0.0,-6.93,-6.93,300373,扬杰科技,steady,20
1,1,0,0.0,-0.6,-0.6,002919,名臣健康,steady,5
1,1,0,0.0,-5.52,-5.52,002919,名臣健康,steady,10
1,1,0,0.0,-25.74,-25.74,002919,名臣健康,steady,20
2,2,1,50.0,-2.94,-5.89,002226,江南化工,steady,5
2,2,0,0.0,-6.06,-12.13,002226,江南化工,steady,10
2,2,0,0.0,-8.56,-17.12,002226,江南化工,steady,20
4,4,3,75.0,2.88,11.5,000720,新能泰山,steady,5
4,4,2,50.0,4.84,19.38,000720,新能泰山,steady,10
4,4,3,75.0,12.09,48.35,000720,新能泰山,steady,20
1,1,1,100.0,2.15,2.15,002900,哈三联,steady,5
1,1,1,100.0,6.88,6.88,002900,哈三联,steady,10
1,1,1,100.0,2.45,2.45,002900,哈三联,steady,20
1,1,0,0.0,-2.64,-2.64,002946,新乳业,steady,5
1,1,0,0.0,-1.43,-1.43,002946,新乳业,steady,10
1,1,1,100.0,0.5,0.5,002946,新乳业,steady,20
1,1,1,100.0,6.12,6.12,300148,天舟文化,steady,5
1,1,1,100.0,0.64,0.64,300148,天舟文化,steady,10
1,1,0,0.0,-17.22,-17.22,300148,天舟文化,steady,20
1,1,0,0.0,-16.46,-16.46,300422,博世科,steady,5
1,1,0,0.0,-17.37,-17.37,300422,博世科,steady,10
1,1,0,0.0,-28.08,-28.08,300422,博世科,steady,20
2,2,2,100.0,4.67,9.34,300700,岱勒新材,steady,5
2,2,2,100.0,13.51,27.03,300700,岱勒新材,steady,10
2,2,1,50.0,8.58,17.16,300700,岱勒新材,steady,20
3,3,1,33.33,-0.43,-1.29,000818,航锦科技,steady,5
3,3,1,33.33,-5.09,-15.26,000818,航锦科技,steady,10
3,3,1,33.33,-3.41,-10.22,000818,航锦科技,steady,20
1,1,0,0.0,-1.58,-1.58,300786,国林科技,steady,5
1,1,0,0.0,-5.4,-5.4,300786,国林科技,steady,10
1,1,1,100.0,5.86,5.86,300786,国林科技,steady,20
1,1,0,0.0,-8.44,-8.44,002835,同为股份,steady,5
1,1,0,0.0,-9.2,-9.2,002835,同为股份,steady,10
1,1,0,0.0,-8.54,-8.54,002835,同为股份,steady,20
1,1,0,0.0,-1.02,-1.02,300485,赛升药业,steady,5
1,1,0,0.0,-3.57,-3.57,300485,赛升药业,steady,10
1,1,1,100.0,2.64,2.64,300485,赛升药业,steady,20
2,2,1,50.0,-11.56,-23.12,002871,伟隆股份,steady,5
2,2,0,0.0,-16.69,-33.39,002871,伟隆股份,steady,10
2,2,0,0.0,-22.03,-44.06,002871,伟隆股份,steady,20
2,2,2,100.0,4.07,8.14,002428,云南锗业,steady,5
2,2,1,50.0,-0.34,-0.68,002428,云南锗业,steady,10
2,2,0,0.0,-7.11,-14.22,002428,云南锗业,steady,20
1,1,0,0.0,-8.07,-8.07,300371,汇中股份,steady,5
1,1,0,0.0,-2.97,-2.97,300371,汇中股份,steady,10
1,1,0,0.0,-2.16,-2.16,300371,汇中股份,steady,20
3,3,2,66.67,0.51,1.54,300434,金石亚药,steady,5
3,3,0,0.0,-4.99,-14.97,300434,金石亚药,steady,10
3,3,1,33.33,-0.61,-1.83,300434,金石亚药,steady,20
1,1,0,0.0,-14.69,-14.69,002493,荣盛石化,steady,5
1,1,0,0.0,-10.59,-10.59,002493,荣盛石化,steady,10
1,1,0,0.0,-10.73,-10.73,002493,荣盛石化,steady,20
2,2,1,50.0,-3.8,-7.6,002755,奥赛康,steady,5
2,2,2,100.0,2.35,4.69,002755,奥赛康,steady,10
2,2,0,0.0,-1.28,-2.56,002755,奥赛康,steady,20
1,1,1,100.0,7.19,7.19,003029,吉大正元,steady,5
1,1,1,100.0,2.46,2.46,003029,吉大正元,steady,10
1,1,0,0.0,-4.88,-4.88,003029,吉大正元,steady,20
1,1,0,0.0,-2.29,-2.29,003009,中天火箭,steady,5
1,1,0,0.0,-5.69,-5.69,003009,中天火箭,steady,10
1,1,0,0.0,-12.8,-12.8,003009,中天火箭,steady,20
3,3,2,66.67,2.07,6.21,002860,星帅尔,steady,5
3,3,2,66.67,5.39,16.16,002860,星帅尔,steady,10
3,3,2,66.67,2.08,6.23,002860,星帅尔,steady,20
1,1,1,100.0,21.73,21.73,300631,久吾高科,steady,5
1,1,1,100.0,14.19,14.19,300631,久吾高科,steady,10
1,1,0,0.0,-11.69,-11.69,300631,久吾高科,steady,20
1,1,0,0.0,-3.83,-3.83,002767,先锋电子,steady,5
1,1,0,0.0,-2.85,-2.85,002767,先锋电子,steady,10
1,1,0,0.0,-4.66,-4.66,002767,先锋电子,steady,20
1,1,0,0.0,-1.78,-1.78,300283,温州宏丰,steady,5
1,1,0,0.0,-5.0,-5.0,300283,温州宏丰,steady,10
1,1,1,100.0,1.86,1.86,300283,温州宏丰,steady,20
1,1,0,0.0,-3.51,-3.51,000014,沙河股份,steady,5
1,1,0,0.0,-6.96,-6.96,000014,沙河股份,steady,10
1,1,1,100.0,5.1,5.1,000014,沙河股份,steady,20
2,2,0,0.0,-0.67,-1.34,000903,ST云动,steady,5
2,2,0,0.0,-3.41,-6.82,000903,ST云动,steady,10
2,2,0,0.0,-7.39,-14.77,000903,ST云动,steady,20
3,3,1,33.33,1.02,3.06,000576,甘化科工,steady,5
3,3,1,33.33,1.51,4.54,000576,甘化科工,steady,10
3,3,0,0.0,-10.04,-30.12,000576,甘化科工,steady,20
2,2,2,100.0,4.11,8.21,300738,奥飞数据,steady,5
2,2,1,50.0,-1.48,-2.96,300738,奥飞数据,steady,10
2,2,0,0.0,-6.11,-12.21,300738,奥飞数据,steady,20
3,3,1,33.33,-1.47,-4.42,002647,*ST仁东,steady,5
3,3,0,0.0,-3.08,-9.23,002647,*ST仁东,steady,10
3,3,0,0.0,-6.22,-18.66,002647,*ST仁东,steady,20
1,1,0,0.0,-7.13,-7.13,001696,宗申动力,steady,5
1,1,0,0.0,-6.42,-6.42,001696,宗申动力,steady,10
1,1,0,0.0,-7.61,-7.61,001696,宗申动力,steady,20
1,1,1,100.0,4.06,4.06,002855,捷荣技术,steady,5
1,1,0,0.0,-1.73,-1.73,002855,捷荣技术,steady,10
1,1,1,100.0,0.31,0.31,002855,捷荣技术,steady,20
1,1,0,0.0,-0.78,-0.78,300002,神州泰岳,steady,5
1,1,0,0.0,-5.76,-5.76,300002,神州泰岳,steady,10
1,1,0,0.0,-12.65,-12.65,300002,神州泰岳,steady,20
1,1,1,100.0,2.32,2.32,002806,华锋股份,steady,5
1,1,0,0.0,-4.07,-4.07,002806,华锋股份,steady,10
1,1,0,0.0,-5.38,-5.38,002806,华锋股份,steady,20
1,1,1,100.0,6.99,6.99,301058,中粮科工,steady,5
1,1,1,100.0,6.24,6.24,301058,中粮科工,steady,10
1,1,1,100.0,10.09,10.09,301058,中粮科工,steady,20
2,2,1,50.0,1.8,3.59,300831,派瑞股份,steady,5
2,2,1,50.0,0.16,0.31,300831,派瑞股份,steady,10
2,2,1,50.0,0.78,1.57,300831,派瑞股份,steady,20
1,1,1,100.0,2.2,2.2,000420,吉林化纤,steady,5
1,1,1,100.0,2.84,2.84,000420,吉林化纤,steady,10
1,1,1,100.0,5.76,5.76,000420,吉林化纤,steady,20
2,2,2,100.0,2.25,4.51,300435,中泰股份,steady,5
2,2,1,50.0,1.21,2.43,300435,中泰股份,steady,10
2,2,1,50.0,-1.38,-2.76,300435,中泰股份,steady,20
1,1,0,0.0,-1.67,-1.67,300516,久之洋,steady,5
1,1,1,100.0,3.14,3.14,300516,久之洋,steady,10
1,1,1,100.0,6.08,6.08,300516,久之洋,steady,20
4,4,1,25.0,-1.67,-6.7,000518,*ST四环,steady,5
4,4,2,50.0,1.64,6.58,000518,*ST四环,steady,10
4,4,2,50.0,3.32,13.27,000518,*ST四环,steady,20
1,1,0,0.0,-6.36,-6.36,002829,星网宇达,steady,5
1,1,0,0.0,-4.04,-4.04,002829,星网宇达,steady,10
1,1,0,0.0,-0.71,-0.71,002829,星网宇达,steady,20
1,1,1,100.0,2.67,2.67,002162,悦心健康,steady,5
1,1,1,100.0,4.14,4.14,002162,悦心健康,steady,10
1,1,0,0.0,-14.16,-14.16,002162,悦心健康,steady,20
1,1,1,100.0,0.79,0.79,000099,中信海直,steady,5
1,1,0,0.0,-6.81,-6.81,000099,中信海直,steady,10
1,1,0,0.0,-9.38,-9.38,000099,中信海直,steady,20
1,1,1,100.0,4.24,4.24,300971,博亚精工,steady,5
1,1,0,0.0,-0.07,-0.07,300971,博亚精工,steady,10
1,1,1,100.0,3.68,3.68,300971,博亚精工,steady,20
2,2,1,50.0,0.42,0.85,002877,智能自控,steady,5
2,2,1,50.0,-0.35,-0.69,002877,智能自控,steady,10
2,2,1,50.0,-1.95,-3.89,002877,智能自控,steady,20
3,3,2,66.67,0.13,0.38,300719,安达维尔,steady,5
3,3,0,0.0,-3.27,-9.8,300719,安达维尔,steady,10
3,3,1,33.33,-12.31,-36.94,300719,安达维尔,steady,20
2,2,0,0.0,-7.73,-15.46,300990,同飞股份,steady,5
2,2,0,0.0,-7.8,-15.6,300990,同飞股份,steady,10
2,2,0,0.0,-15.65,-31.31,300990,同飞股份,steady,20
1,1,1,100.0,9.37,9.37,002950,奥美医疗,steady,5
1,1,1,100.0,7.01,7.01,002950,奥美医疗,steady,10
1,1,1,100.0,0.27,0.27,002950,奥美医疗,steady,20
6,5,2,40.0,-2.36,-11.78,000504,*ST生物,steady,5
6,5,2,40.0,-0.2,-0.98,000504,*ST生物,steady,10
6,5,1,20.0,-1.7,-8.51,000504,*ST生物,steady,20
4,4,2,50.0,3.6,14.4,001896,豫能控股,steady,5
4,4,2,50.0,2.08,8.32,001896,豫能控股,steady,10
4,4,1,25.0,-0.23,-0.91,001896,豫能控股,steady,20
1,1,0,0.0,-0.07,-0.07,002425,凯撒文化,steady,5
1,1,0,0.0,-5.16,-5.16,002425,凯撒文化,steady,10
1,1,1,100.0,4.35,4.35,002425,凯撒文化,steady,20
1,1,1,100.0,6.98,6.98,000541,佛山照明,steady,5
1,1,1,100.0,9.44,9.44,000541,佛山照明,steady,10
1,1,1,100.0,18.48,18.48,000541,佛山照明,steady,20
2,2,1,50.0,-3.0,-6.01,301036,双乐股份,steady,5
2,2,1,50.0,5.47,10.95,301036,双乐股份,steady,10
2,2,1,50.0,-2.76,-5.52,301036,双乐股份,steady,20
1,1,0,0.0,-11.72,-11.72,300591,万里马,steady,5
1,1,0,0.0,-13.73,-13.73,300591,万里马,steady,10
1,1,0,0.0,-5.56,-5.56,300591,万里马,steady,20
1,1,0,0.0,-8.44,-8.44,000545,金浦钛业,steady,5
1,1,0,0.0,-12.1,-12.1,000545,金浦钛业,steady,10
1,1,0,0.0,-16.81,-16.81,000545,金浦钛业,steady,20
1,1,0,0.0,-3.33,-3.33,002227,奥,steady,5
1,1,0,0.0,-3.25,-3.25,002227,奥,steady,10
1,1,0,0.0,-2.46,-2.46,002227,奥,steady,20
2,2,1,50.0,-5.2,-10.39,002272,川润股份,steady,5
2,2,1,50.0,-10.12,-20.25,002272,川润股份,steady,10
2,2,1,50.0,-9.16,-18.32,002272,川润股份,steady,20
1,1,1,100.0,17.02,17.02,000417,合百集团,steady,5
1,1,1,100.0,0.72,0.72,000417,合百集团,steady,10
1,1,1,100.0,18.39,18.39,000417,合百集团,steady,20
1,1,0,0.0,-13.68,-13.68,002833,弘亚数控,steady,5
1,1,0,0.0,-9.74,-9.74,002833,弘亚数控,steady,10
1,1,1,100.0,1.73,1.73,002833,弘亚数控,steady,20
4,4,2,50.0,19.58,78.34,000600,建投能源,steady,5
4,4,2,50.0,34.24,136.97,000600,建投能源,steady,10
4,4,1,25.0,-12.96,-51.84,000600,建投能源,steady,20
4,4,2,50.0,-1.81,-7.25,000526,学大教育,steady,5
4,4,1,25.0,-4.5,-18.01,000526,学大教育,steady,10
4,4,1,25.0,-12.63,-50.51,000526,学大教育,steady,20
2,2,1,50.0,4.39,8.78,000338,潍柴动力,steady,5
2,2,1,50.0,-0.82,-1.65,000338,潍柴动力,steady,10
2,2,1,50.0,3.42,6.85,000338,潍柴动力,steady,20
3,3,2,66.67,5.66,16.99,300429,强力新材,steady,5
3,3,3,100.0,5.82,17.45,300429,强力新材,steady,10
3,3,2,66.67,7.84,23.51,300429,强力新材,steady,20
1,1,1,100.0,4.76,4.76,300615,欣天科技,steady,5
1,1,1,100.0,10.58,10.58,300615,欣天科技,steady,10
1,1,1,100.0,15.8,15.8,300615,欣天科技,steady,20
1,1,1,100.0,1.5,1.5,300407,凯发电气,steady,5
1,1,1,100.0,0.49,0.49,300407,凯发电气,steady,10
1,1,0,0.0,-12.17,-12.17,300407,凯发电气,steady,20
1,1,1,100.0,0.91,0.91,002930,宏川智慧,steady,5
1,1,1,100.0,3.78,3.78,002930,宏川智慧,steady,10
1,1,1,100.0,3.08,3.08,002930,宏川智慧,steady,20
1,1,0,0.0,-0.36,-0.36,002981,朝阳科技,steady,5
1,1,1,100.0,2.43,2.43,002981,朝阳科技,steady,10
1,1,1,100.0,19.85,19.85,002981,朝阳科技,steady,20
1,1,1,100.0,4.44,4.44,002624,完美世界,steady,5
1,1,0,0.0,-1.03,-1.03,002624,完美世界,steady,10
1,1,0,0.0,-10.77,-10.77,002624,完美世界,steady,20
2,2,1,50.0,-2.13,-4.26,300045,华力创通,steady,5
2,2,1,50.0,-1.83,-3.65,300045,华力创通,steady,10
2,2,1,50.0,3.52,7.04,300045,华力创通,steady,20
1,1,0,0.0,-0.07,-0.07,000890,法尔胜,steady,5
1,1,0,0.0,-4.23,-4.23,000890,法尔胜,steady,10
1,1,0,0.0,-4.43,-4.43,000890,法尔胜,steady,20
1,1,1,100.0,7.13,7.13,300167,ST迪威迅,steady,5
1,1,1,100.0,8.93,8.93,300167,ST迪威迅,steady,10
1,1,1,100.0,10.73,10.73,300167,ST迪威迅,steady,20
1,1,1,100.0,4.1,4.1,000968,蓝焰控股,steady,5
1,1,0,0.0,-8.39,-8.39,000968,蓝焰控股,steady,10
1,1,0,0.0,-5.9,-5.9,000968,蓝焰控股,steady,20
1,1,1,100.0,15.94,15.94,000059,华锦股份,steady,5
1,1,1,100.0,17.4,17.4,000059,华锦股份,steady,10
1,1,1,100.0,19.82,19.82,000059,华锦股份,steady,20
1,1,0,0.0,-6.77,-6.77,002986,宇新股份,steady,5
1,1,0,0.0,-8.27,-8.27,002986,宇新股份,steady,10
1,1,0,0.0,-14.02,-14.02,002986,宇新股份,steady,20
1,1,0,0.0,-2.59,-2.59,000869,张,steady,5
1,1,0,0.0,-4.31,-4.31,000869,张,steady,10
1,1,0,0.0,-5.87,-5.87,000869,张,steady,20
2,2,2,100.0,6.54,13.07,000997,新,steady,5
2,2,2,100.0,13.18,26.37,000997,新,steady,10
2,2,2,100.0,21.68,43.36,000997,新,steady,20
3,3,1,33.33,7.0,20.99,000752,ST西发,steady,5
3,3,1,33.33,0.62,1.85,000752,ST西发,steady,10
3,3,1,33.33,-0.85,-2.54,000752,ST西发,steady,20
1,1,0,0.0,-0.43,-0.43,002554,惠博普,steady,5
1,1,0,0.0,-4.12,-4.12,002554,惠博普,steady,10
1,1,0,0.0,-5.6,-5.6,002554,惠博普,steady,20
2,2,0,0.0,-7.05,-14.09,002791,坚朗五金,steady,5
2,2,1,50.0,-6.73,-13.47,002791,坚朗五金,steady,10
2,2,0,0.0,-19.02,-38.05,002791,坚朗五金,steady,20
3,3,2,66.67,2.02,6.05,300030,阳普医疗,steady,5
3,3,3,100.0,1.86,5.57,300030,阳普医疗,steady,10
3,3,1,33.33,11.27,33.82,300030,阳普医疗,steady,20
1,1,0,0.0,-4.35,-4.35,300073,当升科技,steady,5
1,1,1,100.0,7.4,7.4,300073,当升科技,steady,10
1,1,0,0.0,-2.01,-2.01,300073,当升科技,steady,20
2,2,0,0.0,-3.66,-7.33,300359,全通教育,steady,5
2,2,0,0.0,-15.28,-30.56,300359,全通教育,steady,10
2,2,0,0.0,-19.99,-39.98,300359,全通教育,steady,20
3,3,1,33.33,1.47,4.4,000631,顺发恒能,steady,5
3,3,2,66.67,3.46,10.37,000631,顺发恒能,steady,10
3,3,3,100.0,8.24,24.73,000631,顺发恒能,steady,20
2,2,0,0.0,-18.21,-36.42,002802,洪汇新材,steady,5
2,2,0,0.0,-12.58,-25.17,002802,洪汇新材,steady,10
2,2,0,0.0,-10.55,-21.09,002802,洪汇新材,steady,20
1,1,1,100.0,7.3,7.3,300111,向日葵,steady,5
1,1,1,100.0,1.34,1.34,300111,向日葵,steady,10
1,1,1,100.0,8.0,8.0,300111,向日葵,steady,20
1,1,0,0.0,-8.77,-8.77,002763,汇洁股份,steady,5
1,1,0,0.0,-7.96,-7.96,002763,汇洁股份,steady,10
1,1,0,0.0,-16.18,-16.18,002763,汇洁股份,steady,20
2,2,2,100.0,12.11,24.23,300225,*ST金泰,steady,5
2,2,2,100.0,9.0,18.0,300225,*ST金泰,steady,10
2,2,2,100.0,12.72,25.43,300225,*ST金泰,steady,20
1,1,1,100.0,1.74,1.74,300693,盛弘股份,steady,5
1,1,1,100.0,6.21,6.21,300693,盛弘股份,steady,10
1,1,1,100.0,14.0,14.0,300693,盛弘股份,steady,20
1,1,1,100.0,2.26,2.26,000950,重药控股,steady,5
1,1,1,100.0,2.65,2.65,000950,重药控股,steady,10
1,1,1,100.0,0.32,0.32,000950,重药控股,steady,20
1,1,1,100.0,0.71,0.71,001229,魅视科技,steady,5
1,1,1,100.0,0.24,0.24,001229,魅视科技,steady,10
1,1,0,0.0,-1.48,-1.48,001229,魅视科技,steady,20
5,5,2,40.0,2.51,12.53,000821,ST京机,steady,5
5,5,1,20.0,-0.95,-4.74,000821,ST京机,steady,10
5,5,0,0.0,-7.32,-36.59,000821,ST京机,steady,20
3,3,3,100.0,4.23,12.68,002380,科远智慧,steady,5
3,3,3,100.0,1.55,4.65,002380,科远智慧,steady,10
3,3,2,66.67,1.41,4.23,002380,科远智慧,steady,20
1,1,0,0.0,-4.6,-4.6,300382,斯莱克,steady,5
1,1,0,0.0,-5.84,-5.84,300382,斯莱克,steady,10
1,1,0,0.0,-18.32,-18.32,300382,斯莱克,steady,20
3,3,2,66.67,11.39,34.18,002597,金禾实业,steady,5
3,3,2,66.67,-5.91,-17.72,002597,金禾实业,steady,10
3,3,2,66.67,12.9,38.71,002597,金禾实业,steady,20
1,1,1,100.0,2.44,2.44,300525,博思软件,steady,5
1,1,0,0.0,-6.42,-6.42,300525,博思软件,steady,10
1,1,0,0.0,-13.95,-13.95,300525,博思软件,steady,20
2,2,1,50.0,1.16,2.33,300185,通裕重工,steady,5
2,2,1,50.0,0.05,0.1,300185,通裕重工,steady,10
2,2,1,50.0,15.52,31.03,300185,通裕重工,steady,20
6,6,2,33.33,3.42,20.51,002691,冀凯股份,steady,5
6,6,2,33.33,4.93,29.59,002691,冀凯股份,steady,10
6,6,1,16.67,1.13,6.77,002691,冀凯股份,steady,20
1,1,1,100.0,1.11,1.11,002863,今飞凯达,steady,5
1,1,0,0.0,-18.09,-18.09,002863,今飞凯达,steady,10
1,1,0,0.0,-2.42,-2.42,002863,今飞凯达,steady,20
1,1,0,0.0,-4.23,-4.23,002133,广宇集团,steady,5
1,1,1,100.0,1.83,1.83,002133,广宇集团,steady,10
1,1,1,100.0,5.23,5.23,002133,广宇集团,steady,20
4,4,3,75.0,3.97,15.86,000609,ST中迪,steady,5
4,4,3,75.0,8.89,35.57,000609,ST中迪,steady,10
4,4,3,75.0,5.94,23.74,000609,ST中迪,steady,20
1,1,1,100.0,0.16,0.16,002923,润都股份,steady,5
1,1,0,0.0,-0.14,-0.14,002923,润都股份,steady,10
1,1,0,0.0,-3.08,-3.08,002923,润都股份,steady,20
1,1,1,100.0,3.69,3.69,000967,盈峰环境,steady,5
1,1,0,0.0,-0.6,-0.6,000967,盈峰环境,steady,10
1,1,0,0.0,-2.22,-2.22,000967,盈峰环境,steady,20
1,1,1,100.0,9.14,9.14,300579,数字认证,steady,5
1,1,1,100.0,17.97,17.97,300579,数字认证,steady,10
1,1,1,100.0,14.01,14.01,300579,数字认证,steady,20
1,1,1,100.0,3.74,3.74,002001,新,steady,5
1,1,0,0.0,-6.15,-6.15,002001,新,steady,10
1,1,0,0.0,-9.51,-9.51,002001,新,steady,20
1,1,1,100.0,1.94,1.94,300447,全信股份,steady,5
1,1,1,100.0,8.03,8.03,300447,全信股份,steady,10
1,1,1,100.0,2.18,2.18,300447,全信股份,steady,20
1,1,1,100.0,7.09,7.09,002723,小崧股份,steady,5
1,1,0,0.0,-0.35,-0.35,002723,小崧股份,steady,10
1,1,0,0.0,-7.67,-7.67,002723,小崧股份,steady,20
3,3,1,33.33,-1.17,-3.5,300879,大叶股份,steady,5
3,3,1,33.33,10.12,30.36,300879,大叶股份,steady,10
3,3,1,33.33,5.06,15.19,300879,大叶股份,steady,20
2,2,1,50.0,5.6,11.2,301162,国能日新,steady,5
2,2,2,100.0,9.68,19.37,301162,国能日新,steady,10
2,2,1,50.0,15.76,31.52,301162,国能日新,steady,20
1,1,0,0.0,-14.37,-14.37,002178,延华智能,steady,5
1,1,0,0.0,-11.1,-11.1,002178,延华智能,steady,10
1,1,0,0.0,-5.99,-5.99,002178,延华智能,steady,20
1,1,0,0.0,-2.78,-2.78,300150,世纪瑞尔,steady,5
1,1,1,100.0,13.52,13.52,300150,世纪瑞尔,steady,10
1,1,1,100.0,9.13,9.13,300150,世纪瑞尔,steady,20
1,1,1,100.0,3.13,3.13,301136,招标股份,steady,5
1,1,0,0.0,-11.24,-11.24,301136,招标股份,steady,10
1,1,1,100.0,1.6,1.6,301136,招标股份,steady,20
1,1,0,0.0,-6.56,-6.56,300125,*ST聆达,steady,5
1,1,0,0.0,-10.81,-10.81,300125,*ST聆达,steady,10
1,1,0,0.0,-17.87,-17.87,300125,*ST聆达,steady,20
1,1,0,0.0,-16.12,-16.12,301150,中一科技,steady,5
1,1,0,0.0,-20.1,-20.1,301150,中一科技,steady,10
1,1,0,0.0,-12.65,-12.65,301150,中一科技,steady,20
1,1,0,0.0,-3.04,-3.04,301073,君亭酒店,steady,5
1,1,0,0.0,-7.62,-7.62,301073,君亭酒店,steady,10
1,1,0,0.0,-16.54,-16.54,301073,君亭酒店,steady,20
1,1,1,100.0,7.5,7.5,000698,ST沈化,steady,5
1,1,1,100.0,15.45,15.45,000698,ST沈化,steady,10
1,1,1,100.0,18.1,18.1,000698,ST沈化,steady,20
1,1,0,0.0,-1.98,-1.98,002572,索菲亚,steady,5
1,1,1,100.0,0.65,0.65,002572,索菲亚,steady,10
1,1,0,0.0,-1.98,-1.98,002572,索菲亚,steady,20
2,2,1,50.0,2.04,4.09,000069,华侨城Ａ,steady,5
2,2,2,100.0,9.27,18.54,000069,华侨城Ａ,steady,10
2,2,1,50.0,6.02,12.03,000069,华侨城Ａ,steady,20
2,2,1,50.0,-2.49,-4.97,002484,江海股份,steady,5
2,2,1,50.0,-1.38,-2.76,002484,江海股份,steady,10
2,2,1,50.0,5.3,10.61,002484,江海股份,steady,20
1,1,1,100.0,0.12,0.12,301297,富乐德,steady,5
1,1,1,100.0,9.36,9.36,301297,富乐德,steady,10
1,1,0,0.0,-4.08,-4.08,301297,富乐德,steady,20
